player,team,position,role,owner_status,roster_status,age,fpts,fpg_raw,fpg_regressed,ros_pct,rkov,estimated_games,sample_confidence,win_now_score,dynasty_score,dynasty_minus_win_now,forward_fpg,ros_vor,ip,ip_pct,whip,k_per_9,qs_rate,prospect_bonus,age_curve,mlb_overall_rank,mlb_org_rank,asset_value,asset_confidence,baseline_confidence,career_baseline,two_way,asset_blend_alpha,prospect_phase,prospect_bonus_applied,dynasty_gap,dynasty_signal
Michael Helman,TEX,OF,H,FA,Free Agent,30.0,13.0,0.87,1.49,1.0,985.0,14.94,0.33,17.22,9.48,-7.74,1.49,-0.96,,,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Johan Oviedo,BOS,SP,SP,FA,Free Agent,28.0,-6.0,-6.0,2.33,22.0,10082.0,1.0,0.09,17.13,18.21,1.08,2.33,-5.94,3.2,19.6,2.19,8.44,0.0,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Trei Cruz,DET,"3B,SS,OF",H,FA,Free Agent,28.0,-1.5,-0.75,1.69,2.0,10048.0,2.0,0.04,17.01,9.54,-7.46,1.69,-0.76,,,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Joe Boyle,TB,SP,SP,Jpanner,Minors,26.0,22.0,7.33,4.3,29.0,892.0,3.0,0.27,16.97,45.78,28.8,4.3,-3.97,15.2,26.25,1.12,9.47,0.33,7.85,5.0,,,,,,,,0.0,1.0,7.85,,
MJ Melendez,NYM,OF,H,FA,Free Agent,27.0,63.0,1.12,1.12,4.0,661.0,56.25,1.0,16.92,15.86,-1.06,1.12,-1.33,,,,,,0.0,6.0,,,,,,,,0.0,1.0,0.0,,
Cionel Perez,NYM,RP,RP,FA,Free Agent,30.0,46.0,1.44,1.44,2.0,756.0,31.94,1.0,16.9,9.48,-7.41,1.44,-2.09,37.0,52.59,1.54,8.27,0.0,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Blake Hunt,SD,C,H,FA,Free Agent,27.0,-1.5,-0.75,1.69,1.0,10049.0,2.0,0.04,16.88,15.29,-1.58,1.69,-0.76,,,,,,0.0,6.0,,,,,,,,0.0,1.0,0.0,,
Bo Naylor,CLE,C,H,FA,Free Agent,26.0,24.5,0.88,1.23,16.0,876.0,27.84,0.62,16.87,17.99,1.12,1.23,-1.22,,,,,,0.0,6.0,,,,,,,,0.0,1.0,0.0,,
Michael Rucker,SEA,RP,RP,FA,Free Agent,32.0,13.0,1.0,1.99,0.0,988.0,13.0,0.54,16.82,3.09,-13.74,1.99,-1.54,13.2,25.22,1.52,9.55,0.0,0.0,-6.0,,,,,,,,0.0,1.0,0.0,,
Aaron Brooks,TB,"SP,RP",SP/RP,FA,Free Agent,36.0,-11.0,-11.0,2.57,0.0,10110.0,1.0,0.04,16.72,0.0,-16.72,2.57,-5.7,0.1,18.91,30.0,0.0,0.0,0.0,-13.0,,,,,,,,0.0,1.0,0.0,,
Harry Ford,WSH,C,H,GoldTY,Minors,23.0,16.5,8.25,2.09,41.0,944.0,2.0,0.04,16.71,62.08,45.37,2.09,-0.36,,,,,,14.549999999999997,12.0,,,,,,,,0.0,1.0,14.55,,
Kevin Alcantara,CHC,OF,H,FA,Free Agent,24.0,5.5,0.31,1.21,31.0,1079.0,17.74,0.39,16.69,26.59,9.9,1.21,-1.24,,,,,,0.0,12.0,,,,,,,,0.0,1.0,0.0,,
Peyton Pallette,CHW,"SP,RP",SP/RP,FA,Free Agent,25.0,19.0,1.19,1.85,4.0,912.0,15.97,0.67,16.65,19.71,3.06,1.85,-6.42,20.2,31.95,1.63,9.8,0.0,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Rece Hinds,MIA,OF,H,FA,Free Agent,25.0,6.5,0.5,1.42,8.0,1070.0,13.0,0.29,16.63,16.42,-0.21,1.42,-1.03,,,,,,0.0,6.0,,,,,,,,0.0,1.0,0.0,,
Patrick Wisdom,SEA,"1B,3B",H,FA,Free Agent,34.0,10.0,0.67,1.43,1.0,1023.0,14.93,0.33,16.59,4.14,-12.45,1.43,-1.02,,,,,,0.0,-5.0,,,,,,,,0.0,1.0,0.0,,
Ronny Mauricio,NYM,3B,H,FA,Free Agent,25.0,9.0,0.53,1.32,15.0,1035.0,16.98,0.38,16.58,17.66,1.07,1.32,-1.13,,,,,,0.0,6.0,,,,,,,,0.0,1.0,0.0,,
Spencer Schwellenbach,ATL,SP,SP,kyfaess,Inj Res,26.0,0.0,0.0,3.16,71.0,8519.0,0.0,0.0,16.47,19.67,3.2,3.16,-5.11,0.0,9.41,,,,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Chase Lee,TOR,RP,RP,FA,Free Agent,27.0,-4.0,-1.33,2.6,2.0,10070.0,3.01,0.13,16.47,14.25,-2.22,2.6,-0.93,3.1,19.34,1.94,2.9,0.0,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Hayden Juenger,ATH,RP,RP,FA,Free Agent,25.0,-7.0,-3.5,2.6,1.0,10091.0,2.0,0.08,16.45,19.06,2.61,2.6,-0.92,2.0,19.0,2.0,0.0,0.0,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Andy Ibanez,NYM,3B,H,FA,Free Agent,33.0,7.5,0.54,1.41,2.0,1052.0,13.89,0.31,16.44,4.24,-12.2,1.41,-1.04,,,,,,0.0,-5.0,,,,,,,,0.0,1.0,0.0,,
Miles Mastrobuoni,SEA,3B,H,FA,Free Agent,30.0,6.0,0.46,1.41,2.0,1073.0,13.04,0.29,16.39,9.21,-7.18,1.41,-1.04,,,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Davis Schneider,TOR,OF,H,FA,Free Agent,27.0,56.5,1.15,1.15,6.0,699.0,49.13,1.0,16.39,15.93,-0.46,1.15,-1.3,,,,,,0.0,6.0,,,,,,,,0.0,1.0,0.0,,
Lenyn Sosa,TOR,"1B,2B",H,FA,Free Agent,26.0,39.5,0.99,1.08,21.0,779.0,39.9,0.89,16.31,18.59,2.28,1.08,-1.37,,,,,,0.0,6.0,,,,,,,,0.0,1.0,0.0,,
Zach McCambley,CIN,"SP,RP",SP/RP,FA,Free Agent,27.0,-4.0,-1.0,2.47,1.0,10071.0,4.0,0.17,16.28,13.97,-2.31,2.47,-5.8,4.1,19.95,2.68,8.78,0.0,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Braxton Fulford,COL,C,H,FA,Free Agent,27.0,38.5,1.07,1.22,2.0,784.0,35.98,0.8,16.19,15.1,-1.09,1.22,-1.23,,,,,,0.0,6.0,,,,,,,,0.0,1.0,0.0,,
Sebastian Rivero,LAA,C,H,FA,Free Agent,27.0,24.0,1.0,1.37,1.0,879.0,24.0,0.53,16.17,14.91,-1.26,1.37,-1.08,,,,,,0.0,6.0,,,,,,,,0.0,1.0,0.0,,
Matt Gage,SF,RP,RP,FA,Free Agent,33.0,43.0,1.26,1.26,3.0,765.0,34.13,1.0,16.11,3.24,-12.87,1.26,-2.27,27.1,37.22,1.66,7.31,0.0,0.0,-6.0,,,,,,,,0.0,1.0,0.0,,
J.C. Escarra,NYY,C,H,FA,Free Agent,31.0,34.0,1.06,1.27,2.0,817.0,32.08,0.71,15.98,8.99,-6.99,1.27,-1.18,,,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Landon Knack,LAD,SP,SP,FA,Free Agent,29.0,-5.0,-5.0,2.42,7.0,10076.0,1.0,0.09,15.95,9.87,-6.08,2.42,-5.85,3.0,19.26,2.0,6.0,0.0,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Seth Johnson,PHI,RP,RP,FA,Free Agent,27.0,11.0,0.85,1.91,2.0,1004.0,12.94,0.54,15.92,13.96,-1.96,1.91,-1.62,14.2,25.39,1.69,11.41,0.0,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Josh Fleming,CHC,RP,RP,FA,Free Agent,30.0,-11.0,-11.0,2.57,0.0,10107.0,1.0,0.04,15.92,8.6,-7.32,2.57,-0.96,3.0,19.26,2.67,3.0,0.0,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Austin Warren,NYM,RP,RP,FA,Free Agent,30.0,37.0,1.42,1.42,2.0,795.0,26.06,1.0,15.84,8.91,-6.93,1.42,-2.11,35.0,49.22,1.49,9.51,0.0,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Ian Hamilton,ATL,RP,RP,FA,Free Agent,31.0,-3.0,-0.75,2.51,2.0,10063.0,4.0,0.17,15.76,8.87,-6.89,2.51,-1.02,4.2,20.12,2.14,8.57,0.0,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Craig Kimbrel,TB,RP,RP,FA,Free Agent,38.0,38.0,1.31,1.31,2.0,787.0,29.01,1.0,15.74,0.0,-15.74,1.31,-2.22,30.0,40.76,1.27,8.7,0.0,0.0,-13.0,,,,,,,,0.0,1.0,0.0,,
Kameron Misner,KC,OF,H,FA,Free Agent,28.0,14.5,0.81,1.41,4.0,969.0,17.9,0.4,15.72,9.21,-6.51,1.41,-1.04,,,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
J.P. France,HOU,RP,RP,FA,Free Agent,31.0,-6.0,-2.0,2.52,2.0,10081.0,3.0,0.12,15.7,8.84,-6.86,2.52,-1.01,6.2,20.81,1.77,5.81,0.0,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Josh Simpson,SEA,RP,RP,FA,Free Agent,28.0,-3.0,-0.75,2.51,1.0,10064.0,4.0,0.17,15.63,13.62,-2.01,2.51,-1.02,3.0,19.26,2.0,9.0,0.0,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Nick Raquet,BAL,RP,RP,FA,Free Agent,30.0,-3.0,-0.75,2.51,0.0,10062.0,4.0,0.17,15.5,8.37,-7.13,2.51,-1.02,3.2,19.6,1.56,2.81,0.0,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Shay Whitcomb,HOU,2B,H,FA,Free Agent,27.0,11.5,0.68,1.38,5.0,1002.0,16.91,0.38,15.44,15.24,-0.2,1.38,-1.07,,,,,,0.0,6.0,,,,,,,,0.0,1.0,0.0,,
Connor Phillips,CIN,RP,RP,FA,Free Agent,25.0,32.0,1.28,1.28,9.0,826.0,25.0,1.0,15.43,19.95,4.52,1.28,-2.25,27.2,37.56,1.8,9.26,0.0,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Joe Musgrove,SD,SP,SP,Greenbet,Inj Res,33.0,0.0,0.0,3.16,63.0,6747.0,0.0,0.0,15.43,6.67,-8.76,3.16,-5.11,0.0,9.41,,,,0.0,-6.0,,,,,,,,0.0,1.0,0.0,,
Ron Marinaccio,SD,RP,RP,FA,Free Agent,31.0,40.0,1.21,1.21,1.0,776.0,33.06,1.0,15.41,8.5,-6.91,1.21,-2.32,47.0,68.31,1.45,7.28,0.0,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Graham Pauley,MIA,3B,H,FA,Free Agent,25.0,38.5,1.04,1.17,5.0,785.0,37.02,0.82,15.38,15.21,-0.18,1.17,-1.28,,,,,,0.0,6.0,,,,,,,,0.0,1.0,0.0,,
John Brebbia,COL,RP,RP,FA,Free Agent,36.0,-7.0,-2.33,2.47,1.0,10093.0,3.0,0.13,15.35,0.0,-15.35,2.47,-1.06,4.1,19.95,1.71,4.39,0.0,0.0,-13.0,,,,,,,,0.0,1.0,0.0,,
Oswaldo Cabrera,NYY,3B,H,FA,Free Agent,27.0,-2.0,-0.67,1.64,4.0,10053.0,2.99,0.07,15.33,15.0,-0.33,1.64,-0.81,,,,,,0.0,6.0,,,,,,,,0.0,1.0,0.0,,
Corbin Burnes,ARI,SP,SP,Sasso,Inj Res,31.0,0.0,0.0,3.16,62.0,2217.0,0.0,0.0,15.3,28.61,13.31,3.16,-5.11,0.0,9.41,,,,0.0,0.0,,,46.4,HIGH,1.0,13.95,False,0.6,0.0,0.0,1.9,ALIGNED
Nick Allen,HOU,"2B,SS",H,FA,Free Agent,27.0,49.5,0.99,0.99,3.0,735.0,50.0,1.0,15.26,14.78,-0.48,0.99,-1.46,,,,,,0.0,6.0,,,,,,,,0.0,1.0,0.0,,
Brandon Eisert,PIT,"SP,RP",SP/RP,FA,Free Agent,28.0,33.0,1.18,1.18,2.0,825.0,27.97,1.0,15.22,13.58,-1.64,1.18,-7.09,29.1,39.9,1.37,10.52,0.0,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Ryan Pepiot,TB,SP,SP,kyfaess,Inj Res,28.0,0.0,0.0,3.16,61.0,7311.0,0.0,0.0,15.17,22.17,7.0,3.16,-5.11,0.0,9.41,,,,0.0,5.0,,,32.5,HIGH,1.0,11.15,False,0.6,0.0,0.0,-7.3,ALIGNED
Hunter Barco,PIT,RP,RP,FA,Free Agent,25.0,-9.0,-1.8,2.13,23.0,10098.0,5.0,0.21,15.17,22.33,7.16,2.13,-1.4,11.2,23.4,2.05,6.43,0.0,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Austin Slater,TB,OF,H,FA,Free Agent,33.0,31.5,1.12,1.38,1.0,835.0,28.12,0.62,15.15,3.36,-11.79,1.38,-1.08,,,,,,0.0,-5.0,,,,,,,,0.0,1.0,0.0,,
Cole Wilcox,SEA,RP,RP,FA,Free Agent,27.0,15.0,1.0,1.81,4.0,963.0,15.0,0.62,15.13,13.89,-1.24,1.81,-1.72,18.0,28.67,1.72,9.0,0.0,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Denzel Clarke,ATH,OF,H,FA,Free Agent,26.0,15.0,0.68,1.25,15.0,957.0,22.06,0.49,15.11,16.86,1.75,1.25,-1.2,,,,,,0.0,6.0,,,,,,,,0.0,1.0,0.0,,
Starling Marte,KC,"OF,UT",H,FA,Free Agent,37.0,50.0,1.11,1.11,4.0,733.0,45.05,1.0,15.08,0.0,-15.08,1.11,-1.34,,,,,,0.0,-12.0,,,,,,,,0.0,1.0,0.0,,
Brenan Hanifee,DET,RP,RP,FA,Free Agent,28.0,18.0,1.13,1.81,2.0,933.0,15.93,0.66,15.05,13.49,-1.56,1.81,-1.72,15.2,26.25,1.45,3.55,0.0,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Justin Steele,CHC,SP,SP,kyfaess,Inj Res,31.0,0.0,0.0,3.16,60.0,8885.0,0.0,0.0,15.04,11.92,-3.12,3.16,-5.11,0.0,9.41,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Drew Sommers,DET,RP,RP,FA,Free Agent,25.0,21.0,1.24,1.81,2.0,905.0,16.94,0.71,15.01,18.47,3.45,1.81,-1.72,10.0,22.45,1.7,13.5,0.0,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Pavin Smith,ARI,1B,H,FA,Free Agent,30.0,28.0,1.0,1.3,8.0,860.0,28.0,0.62,14.98,9.53,-5.45,1.3,-1.15,,,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Ali Sanchez,NYY,C,H,FA,Free Agent,29.0,12.0,0.6,1.27,1.0,998.0,20.0,0.44,14.93,8.24,-6.69,1.27,-1.18,,,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Bennett Sousa,HOU,RP,RP,FA,Free Agent,31.0,-3.0,-0.6,2.38,4.0,10067.0,5.0,0.21,14.93,8.78,-6.15,2.38,-1.15,3.1,19.34,2.58,11.61,0.0,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Jonathan Cannon,CHW,SP,SP,FA,Free Agent,26.0,-6.0,-6.0,2.33,5.0,10084.0,1.0,0.09,14.92,13.96,-0.96,2.33,-5.94,0.0,9.41,,,0.0,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
James Outman,DET,OF,H,FA,Free Agent,29.0,61.5,0.81,0.81,5.0,670.0,75.93,1.0,14.91,8.95,-5.96,0.81,-1.64,,,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Adam Frazier,LAA,"2B,OF",H,FA,Free Agent,34.0,43.0,1.05,1.12,5.0,766.0,40.95,0.91,14.9,3.94,-10.95,1.12,-1.33,,,,,,0.0,-5.0,,,,,,,,0.0,1.0,0.0,,
Eric Wagaman,NYM,1B,H,FA,Free Agent,28.0,18.0,0.86,1.36,4.0,934.0,20.93,0.47,14.84,8.73,-6.11,1.36,-1.09,,,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Christian Koss,SF,2B,H,FA,Free Agent,28.0,4.0,0.31,1.37,2.0,1103.0,12.9,0.29,14.82,8.36,-6.46,1.37,-1.08,,,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Yohel Pozo,STL,C,H,FA,Free Agent,29.0,7.5,0.42,1.25,1.0,1053.0,17.86,0.4,14.81,8.18,-6.63,1.25,-1.2,,,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Philip Abner,ARI,RP,RP,FA,Free Agent,24.0,-2.0,-0.4,2.42,1.0,10059.0,5.0,0.21,14.77,18.16,3.38,2.42,-1.11,9.1,21.93,1.54,4.95,0.0,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Edwin Diaz,LAD,RP,RP,zyoung51,Inj Res,32.0,16.0,2.29,2.91,94.0,947.0,6.99,0.29,14.75,11.88,-2.86,2.91,-0.62,6.0,20.64,2.33,15.0,0.0,0.0,-6.0,,,,,,,,0.0,1.0,0.0,,
Jonah Cox,SF,OF,H,FA,Free Agent,24.0,21.5,0.9,1.32,6.0,895.0,23.89,0.53,14.74,21.04,6.3,1.32,-1.13,,,,,,0.0,12.0,,,,,,,,0.0,1.0,0.0,,
Carson Palmquist,WSH,SP,SP,FA,Free Agent,25.0,4.0,0.67,1.81,2.0,1108.0,5.97,0.54,14.66,18.28,3.61,1.81,-6.46,9.2,22.19,1.52,11.74,0.0,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Jorge Barrosa,ARI,OF,H,FA,Free Agent,25.0,60.5,0.88,0.88,3.0,677.0,68.75,1.0,14.65,14.45,-0.2,0.88,-1.57,,,,,,0.0,6.0,,,,,,,,0.0,1.0,0.0,,
Tobias Myers,NYM,"SP,RP",SP/RP,FA,Free Agent,27.0,25.0,0.96,0.96,11.0,874.0,26.04,1.0,14.54,14.83,0.29,0.96,-7.31,46.0,67.1,1.39,6.46,0.0,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Connor Joe,SEA,"OF,UT",H,FA,Free Agent,33.0,18.5,0.88,1.37,1.0,931.0,21.02,0.47,14.53,3.02,-11.5,1.37,-1.08,,,,,,0.0,-5.0,,,,,,,,0.0,1.0,0.0,,
Colby Thomas,ATH,OF,H,FA,Free Agent,25.0,45.0,0.9,0.9,15.0,757.0,50.0,1.0,14.53,16.54,2.02,0.9,-1.55,,,,,,0.0,6.0,,,,,,,,0.0,1.0,0.0,,
Ke'Bryan Hayes,CIN,3B,H,FA,Free Agent,29.0,39.0,0.81,0.81,15.0,782.0,48.15,1.0,14.51,10.54,-3.97,0.81,-1.64,,,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Luken Baker,(N/A),UT,H,FA,Free Agent,29.0,-0.5,-0.17,1.67,1.0,10028.0,2.94,0.07,14.5,8.01,-6.49,1.67,-0.78,,,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Jake Bird,NYY,RP,RP,FA,Free Agent,30.0,35.0,0.97,0.97,3.0,807.0,36.08,1.0,14.5,8.37,-6.13,0.97,-2.56,30.1,41.36,1.56,9.27,0.0,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Dylan Moore,PHI,2B,H,FA,Free Agent,33.0,5.0,0.33,1.31,4.0,1089.0,15.15,0.34,14.47,3.53,-10.93,1.31,-1.14,,,,,,0.0,-5.0,,,,,,,,0.0,1.0,0.0,,
Rodolfo Duran,SD,C,H,FA,Free Agent,28.0,34.0,0.94,1.11,1.0,816.0,36.17,0.8,14.43,7.97,-6.46,1.11,-1.34,,,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Zach Dezenzo,HOU,OF,H,FA,Free Agent,26.0,29.0,1.0,1.28,5.0,850.0,29.0,0.64,14.42,14.69,0.27,1.28,-1.17,,,,,,0.0,6.0,,,,,,,,0.0,1.0,0.0,,
Leo Rivas,SEA,"2B,3B",H,FA,Free Agent,28.0,36.0,0.95,1.08,3.0,804.0,37.89,0.84,14.41,8.32,-6.09,1.08,-1.37,,,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Wyatt Mills,LAD,RP,RP,FA,Free Agent,31.0,-3.0,-0.6,2.38,0.0,10066.0,5.0,0.21,14.41,7.78,-6.63,2.38,-1.15,4.1,19.95,2.44,8.78,0.0,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Brady Basso,ATH,RP,RP,FA,Free Agent,28.0,-1.0,-0.17,2.34,1.0,10034.0,5.88,0.25,14.4,12.96,-1.44,2.34,-1.19,7.1,20.98,2.11,8.87,0.0,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
TJ Shook,COL,RP,RP,FA,Free Agent,28.0,-6.0,-1.5,2.38,0.0,10083.0,4.0,0.17,14.34,12.75,-1.6,2.38,-1.15,5.2,20.55,2.12,10.38,0.0,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Lyon Richardson,MIL,RP,RP,FA,Free Agent,26.0,-12.0,-6.0,2.4,1.0,10115.0,2.0,0.08,14.34,12.92,-1.42,2.4,-1.13,1.2,19.0,3.33,22.5,0.0,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Josh White,MIA,"SP,RP",SP/RP,FA,Free Agent,25.0,-18.0,-18.0,2.28,3.0,10139.0,1.0,0.04,14.31,18.27,3.96,2.28,-5.99,0.2,19.0,25.0,45.0,0.0,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Robby Ahlstrom,TEX,RP,RP,FA,Free Agent,27.0,23.0,1.21,1.62,1.0,886.0,19.01,0.79,14.31,12.9,-1.4,1.62,-1.91,15.1,25.91,1.66,6.56,0.0,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Jordan Wicks,CHC,RP,RP,FA,Free Agent,26.0,-8.0,-2.0,2.3,5.0,10095.0,4.0,0.17,14.3,13.62,-0.68,2.3,-1.23,10.1,22.71,1.98,7.13,0.0,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Victor Robles,SEA,OF,H,FA,Free Agent,29.0,40.5,0.92,0.94,15.0,773.0,44.02,0.98,14.28,10.41,-3.87,0.94,-1.51,,,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Drew Pomeranz,CHC,RP,RP,FA,Free Agent,37.0,32.0,1.03,1.03,4.0,834.0,31.07,1.0,14.27,0.0,-14.27,1.03,-2.5,29.0,39.55,1.66,5.28,0.0,0.0,-13.0,,,,,,,,0.0,1.0,0.0,,
Yunior Marte,(N/A),RP,RP,FA,Free Agent,31.0,-15.0,-15.0,2.4,0.0,10130.0,1.0,0.04,14.24,7.69,-6.55,2.4,-1.13,0.1,18.91,40.0,90.0,0.0,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Andrew Wantz,CHC,RP,RP,FA,Free Agent,30.0,-15.0,-15.0,2.4,0.0,10127.0,1.0,0.04,14.24,7.69,-6.55,2.4,-1.13,1.2,19.0,3.33,7.5,0.0,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Riley Cornelio,WSH,"SP,RP",SP/RP,FA,Free Agent,26.0,-1.0,-0.14,2.18,5.0,10047.0,7.14,0.3,14.23,13.59,-0.65,2.18,-6.09,14.2,25.39,2.04,10.77,0.0,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Eric Cerantola,SF,"SP,RP",SP/RP,FA,Free Agent,26.0,-9.0,-2.25,2.26,1.0,10100.0,4.0,0.17,14.17,12.83,-1.34,2.26,-6.01,5.1,20.55,2.75,12.35,0.0,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Jacob Lopez,ATH,SP,SP,FA,Free Agent,28.0,10.0,0.67,0.67,21.0,1029.0,14.93,1.0,14.17,16.43,2.26,0.67,-7.6,59.2,75.82,1.74,7.45,0.0,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Ryan Walker,SF,RP,RP,FA,Free Agent,30.0,7.0,0.26,0.26,28.0,1055.0,26.92,1.0,14.15,12.68,-1.47,0.26,-3.27,26.1,36.01,1.84,6.55,0.0,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Junior Perez,CHW,OF,H,FA,Free Agent,25.0,11.0,0.58,1.29,6.0,1012.0,18.97,0.42,14.14,14.71,0.58,1.29,-1.16,,,,,,0.0,6.0,,,,,,,,0.0,1.0,0.0,,
Blake Perkins,MIL,OF,H,FA,Free Agent,29.0,52.0,0.98,0.98,3.0,726.0,53.06,1.0,14.1,8.15,-5.95,0.98,-1.47,,,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Jose Urquidy,PIT,RP,RP,FA,Free Agent,31.0,-5.0,-1.0,2.29,3.0,10079.0,5.0,0.21,14.01,8.11,-5.91,2.29,-1.24,6.1,20.73,2.79,8.85,0.0,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Ben Casparius,LAD,RP,RP,FA,Free Agent,27.0,-7.0,-1.4,2.21,8.0,10089.0,5.0,0.21,13.99,13.99,0.01,2.21,-1.32,4.2,20.12,2.38,8.57,0.0,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Griffin Canning,SD,SP,SP,FA,Free Agent,30.0,14.0,1.0,1.0,15.0,973.0,14.0,1.0,13.92,10.22,-3.7,1.0,-7.27,59.1,75.65,1.62,8.98,0.07,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Jackson Jobe,DET,SP,SP,Greenbet,Inj Res,23.0,0.0,0.0,3.16,51.0,5127.0,0.0,0.0,13.87,19.67,5.8,3.16,-5.11,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Hunter Bigge,TB,RP,RP,FA,Free Agent,28.0,18.0,1.0,1.54,3.0,932.0,18.0,0.75,13.77,12.98,-0.8,1.54,-1.99,19.1,29.53,1.47,6.6,0.0,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Christopher Morel,NYM,OF,H,FA,Free Agent,27.0,11.0,0.5,1.16,11.0,1011.0,22.0,0.49,13.76,15.41,1.65,1.16,-1.29,,,,,,0.0,6.0,,,,,,,,0.0,1.0,0.0,,
Ha-seong Kim,ATL,SS,H,FA,Free Agent,30.0,11.0,0.41,0.97,17.0,1010.0,26.83,0.6,13.75,10.49,-3.27,0.97,-1.48,,,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Will Benson,CIN,OF,H,FA,Free Agent,28.0,48.0,0.94,0.94,5.0,741.0,51.06,1.0,13.69,8.29,-5.4,0.94,-1.51,,,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Danny Coulombe,(N/A),RP,RP,FA,Free Agent,36.0,30.0,1.03,1.03,2.0,842.0,29.13,1.0,13.63,0.0,-13.63,1.03,-2.5,22.0,32.9,1.5,4.09,0.0,0.0,-13.0,,,,,,,,0.0,1.0,0.0,,
Max Kranick,WSH,RP,RP,FA,Free Agent,28.0,-17.0,-17.0,2.32,1.0,10136.0,1.0,0.04,13.6,12.53,-1.08,2.32,-1.21,0.2,19.0,25.0,45.0,0.0,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Justin Verlander,DET,SP,SP,FA,Free Agent,43.0,-11.0,-11.0,1.87,25.0,10106.0,1.0,0.09,13.57,0.0,-13.57,1.87,-6.4,3.2,19.6,2.5,2.81,0.0,0.0,-13.0,,,,,,,,0.0,1.0,0.0,,
Garrett Stubbs,PHI,UT,H,FA,Free Agent,33.0,14.0,0.7,1.31,1.0,977.0,20.0,0.44,13.56,2.5,-11.06,1.31,-1.14,,,,,,0.0,-5.0,,,,,,,,0.0,1.0,0.0,,
